serial,id,bang,2015,20151,20152,20153,20154,20155,20156,20157,20158,20159,201510,201511,201512,2016,20161,20162,20163,20164,20165,20166,20167,20168,20169,201610,201611,201612,2017,20171,20172,20173,20174,20175,20176,20177,20178,20179,201710,201711,201712,2018,20181,20182,20183,20184,20185,20186,20187,20188,20189,201810,201811,201812,2019,20191,20192,20193,20194,20195,20196,20197,20198,20199,201910,201911,201912
38,5,সুনামগঞ্জ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,1,0,0,0,0,17,0,0,0,0,0,0,0,2,0,5,4,2,110,1,0,0,9,0,0,4,80,13,2,1,0
39,6,নরসিংদী,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,1,1,12,3,1,102,0,0,0,0,0,0,5,77,12,3,2,0
40,6,গাজীপুর,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,1,0,0,0,0,16,0,0,0,1,0,0,0,7,1,1,6,0,279,0,0,0,0,0,0,13,186,62,8,2,8
41,6,শরীয়তপুর,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,253,0,0,0,0,0,0,4,212,30,3,2,0
42,6,নারায়ণগঞ্জ,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,3,0,0,1,1,0,15,0,0,0,0,0,0,0,3,2,6,4,0,202,0,0,0,5,0,2,9,72,34,20,6,44
43,6,টাঙ্গাইল,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,47,0,0,0,0,3,0,19,0,25,0,0,0,53,0,0,0,0,0,1,0,10,3,0,37,1,387,2,19,1,1,0,1,8,296,41,2,2,1
44,6,কিশোরগঞ্জ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,1,4,3,0,486,0,0,0,0,0,2,10,400,52,10,3,4
45,6,মানিকগঞ্জ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,335,0,0,0,0,0,0,4,202,87,10,5,23
46,6,ঢাকা,107,1,0,2,2,5,4,4,7,22,35,19,3,43,2,5,6,2,1,2,7,7,5,2,2,2,441,0,0,4,4,128,45,156,31,35,13,19,2,495,1,0,2,3,9,4,22,113,131,113,58,32,10990,21,41,32,20,26,223,284,7532,1720,441,281,178
47,6,মুন্সিগঞ্জ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,3,2,0,48,0,0,0,0,0,0,2,42,4,0,0,0
48,6,রাজবাড়ী,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,261,0,0,0,0,0,0,3,187,38,26,6,0
49,6,মাদারীপুর,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,4,0,452,0,0,0,1,0,0,7,324,108,6,3,0
50,6,গোপালগঞ্জ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,40,0,0,0,0,0,0,0,2,3,1,34,0,173,0,1,1,0,0,0,3,143,10,5,7,0
51,6,ফরিদপুর,7,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,8,0,1,4,0,46,0,0,0,0,0,0,0,4,1,3,36,2,971,1,0,0,0,0,1,16,714,171,43,11,1
52,7,পঞ্চগড়,7,0,1,0,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,3,56,5,0,0,0
53,7,দিনাজপুর,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,3,0,1,0,1,0,145,0,0,0,0,0,0,0,4,65,17,59,0,419,1,1,1,1,0,1,8,360,23,3,14,3
54,7,লালমনিরহাট,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,136,1,0,0,0,0,0,6,113,12,3,0,0
55,7,নীলফামারী,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,2,1,0,0,7,0,0,0,0,0,0,0,3,2,1,1,0,81,1,0,0,0,0,0,2,75,1,1,0,0
56,7,গাইবান্ধা,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,3,1,1,35,0,173,0,1,0,0,0,0,9,146,12,2,0,0
57,7,ঠাকুরগাঁও,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,227,1,0,0,1,0,0,10,186,16,6,0,0
58,7,রংপুর,11,0,0,0,0,0,0,0,0,0,9,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,4,0,2,1,0,1,31,0,42,0,0,0,0,0,0,0,2,0,1,37,2,1109,1,0,2,2,0,1,13,749,237,55,11,8
59,7,কুড়িগ্রাম,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,11,0,157,1,3,0,0,0,0,14,115,20,3,0,0
60,8,শেরপুর,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,1,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,6,0,179,0,0,0,0,0,0,7,137,25,2,3,1
61,8,ময়মনসিংহ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,2,1,1,0,0,52,0,0,0,0,0,0,0,1,3,1,40,3,1455,1,0,0,0,0,0,14,961,360,62,13,10
62,8,জামালপুর,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,4,2,2,1,214,1,0,0,1,0,0,12,168,26,1,2,1
63,8,নেত্রকোণা,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,61,3,0,0,0
